order_line_id,order_id,order_date,ship_date,ship_mode,customer_id,product_id,postal_code,sales,quantity,discount,profit,customer_name,segment,city,state,region,category,sub_category
8172,CA-2016-146150,2016-02-14,2016-02-19,Standard Class,FM-14380,OFF-AR-10002240,39212,264.18,7,0.0,68.69,Fred McMath,Consumer,Jackson,Mississippi,South,Office Supplies,Art
8173,CA-2014-114125,2014-07-09,2014-07-13,Standard Class,GH-14410,OFF-LA-10004559,90049,2.88,1,0.0,1.41,Gary Hansen,Home Office,Los Angeles,California,West,Office Supplies,Labels
8174,CA-2014-114125,2014-07-09,2014-07-13,Standard Class,GH-14410,OFF-BI-10003291,90049,41.9,6,0.2,14.14,Gary Hansen,Home Office,Los Angeles,California,West,Office Supplies,Binders
8175,CA-2014-114125,2014-07-09,2014-07-13,Standard Class,GH-14410,OFF-ST-10001505,90049,23.92,4,0.0,4.07,Gary Hansen,Home Office,Los Angeles,California,West,Office Supplies,Storage
8176,CA-2016-114944,2016-01-30,2016-02-04,Standard Class,HE-14800,OFF-PA-10003892,60623,156.51,4,0.2,52.82,Harold Engle,Corporate,Chicago,Illinois,Central,Office Supplies,Paper
8177,CA-2016-135965,2016-09-22,2016-09-25,First Class,SZ-20035,OFF-ST-10002370,10035,128.34,6,0.0,37.22,Sam Zeldin,Home Office,New York City,New York,East,Office Supplies,Storage
8178,CA-2017-149699,2017-12-22,2017-12-24,First Class,CM-12115,TEC-AC-10000474,90008,474.95,5,0.0,142.49,Chad McGuire,Consumer,Los Angeles,California,West,Technology,Accessories
8179,CA-2016-166429,2016-09-02,2016-09-08,Standard Class,TG-21310,TEC-CO-10002095,98198,999.98,2,0.0,449.99,Toby Gnade,Consumer,Des Moines,Washington,West,Technology,Copiers
8180,CA-2015-112767,2015-08-02,2015-08-06,Standard Class,DK-12985,FUR-TA-10003469,97477,277.5,4,0.5,-188.7,Darren Koutras,Consumer,Springfield,Oregon,West,Furniture,Tables
8181,CA-2015-119879,2015-11-21,2015-11-25,Standard Class,SS-20410,FUR-TA-10002958,19120,1252.7,8,0.4,-480.2,Shahid Shariari,Consumer,Philadelphia,Pennsylvania,East,Furniture,Tables
8182,CA-2015-119879,2015-11-21,2015-11-25,Standard Class,SS-20410,TEC-PH-10002923,19120,110.97,5,0.4,-24.04,Shahid Shariari,Consumer,Philadelphia,Pennsylvania,East,Technology,Phones
8183,CA-2017-155642,2017-05-18,2017-05-22,Standard Class,BM-11575,FUR-FU-10004973,60653,22.61,3,0.6,-10.17,Brendan Murry,Corporate,Chicago,Illinois,Central,Furniture,Furnishings
8184,CA-2017-155642,2017-05-18,2017-05-22,Standard Class,BM-11575,FUR-FU-10001918,60653,1.89,1,0.6,-0.99,Brendan Murry,Corporate,Chicago,Illinois,Central,Furniture,Furnishings
8185,US-2017-101721,2017-07-23,2017-07-27,Standard Class,MY-17380,OFF-PA-10003641,60623,63.31,3,0.2,20.58,Maribeth Yedwab,Corporate,Chicago,Illinois,Central,Office Supplies,Paper
8186,CA-2015-136728,2015-09-13,2015-09-17,Second Class,AG-10900,OFF-EN-10002621,60623,7.82,1,0.2,2.93,Arthur Gainer,Consumer,Chicago,Illinois,Central,Office Supplies,Envelopes
8187,CA-2015-136728,2015-09-13,2015-09-17,Second Class,AG-10900,FUR-CH-10003817,60623,170.07,4,0.3,-12.15,Arthur Gainer,Consumer,Chicago,Illinois,Central,Furniture,Chairs
8188,CA-2016-127194,2016-12-10,2016-12-16,Standard Class,BW-11110,OFF-PA-10000659,10024,62.82,9,0.0,29.53,Bart Watters,Corporate,New York City,New York,East,Office Supplies,Paper
8188,CA-2016-127194,2016-12-10,2016-12-16,Standard Class,BW-11110,OFF-PA-10000659,10024,62.82,9,0.0,29.53,Bart Watters,Corporate,New York City,New York,East,Office Supplies,Paper
8189,CA-2015-140375,2015-10-02,2015-10-05,Second Class,SG-20470,OFF-PA-10001870,20852,19.44,3,0.0,9.33,Sheri Gordon,Consumer,Rockville,Maryland,East,Office Supplies,Paper
8190,CA-2015-140375,2015-10-02,2015-10-05,Second Class,SG-20470,OFF-BI-10000320,20852,7.38,1,0.0,3.62,Sheri Gordon,Consumer,Rockville,Maryland,East,Office Supplies,Binders
8191,US-2017-155866,2017-11-17,2017-11-21,Standard Class,CC-12370,OFF-PA-10004735,10011,38.88,6,0.0,18.66,Christopher Conant,Consumer,New York City,New York,East,Office Supplies,Paper
8192,US-2017-155866,2017-11-17,2017-11-21,Standard Class,CC-12370,FUR-FU-10004091,10011,187.76,4,0.0,76.98,Christopher Conant,Consumer,New York City,New York,East,Furniture,Furnishings
8192,US-2017-155866,2017-11-17,2017-11-21,Standard Class,CC-12370,FUR-FU-10004091,10011,187.76,4,0.0,76.98,Christopher Conant,Consumer,New York City,New York,East,Furniture,Furnishings
8193,CA-2015-141327,2015-11-30,2015-12-03,First Class,LR-16915,OFF-BI-10000546,27707,6.05,7,0.7,-4.23,Lena Radford,Consumer,Durham,North Carolina,South,Office Supplies,Binders
8194,CA-2015-141327,2015-11-30,2015-12-03,First Class,LR-16915,OFF-AP-10001293,27707,98.35,3,0.2,9.84,Lena Radford,Consumer,Durham,North Carolina,South,Office Supplies,Appliances
8195,CA-2015-141327,2015-11-30,2015-12-03,First Class,LR-16915,FUR-FU-10000576,27707,335.74,2,0.2,25.18,Lena Radford,Consumer,Durham,North Carolina,South,Furniture,Furnishings
8196,CA-2015-136700,2015-12-06,2015-12-11,Second Class,DB-13120,OFF-PA-10004519,93101,8.96,2,0.0,4.39,David Bremer,Corporate,Santa Barbara,California,West,Office Supplies,Paper
8197,CA-2017-102736,2017-09-05,2017-09-09,Standard Class,LP-17095,TEC-AC-10004568,37918,89.57,4,0.2,-1.12,Liz Preis,Consumer,Knoxville,Tennessee,South,Technology,Accessories
8198,CA-2017-102736,2017-09-05,2017-09-09,Standard Class,LP-17095,OFF-AR-10001897,37918,71.96,5,0.2,7.2,Liz Preis,Consumer,Knoxville,Tennessee,South,Office Supplies,Art
8199,CA-2017-102736,2017-09-05,2017-09-09,Standard Class,LP-17095,OFF-PA-10001800,37918,15.55,3,0.2,5.44,Liz Preis,Consumer,Knoxville,Tennessee,South,Office Supplies,Paper
8200,CA-2017-125269,2017-04-24,2017-04-30,Standard Class,AF-10870,OFF-BI-10001628,60610,10.43,5,0.8,-18.25,Art Ferguson,Consumer,Chicago,Illinois,Central,Office Supplies,Binders
8201,CA-2017-125269,2017-04-24,2017-04-30,Standard Class,AF-10870,OFF-ST-10004123,60610,72.78,1,0.2,-18.2,Art Ferguson,Consumer,Chicago,Illinois,Central,Office Supplies,Storage
8202,CA-2015-114811,2015-11-08,2015-11-08,Same Day,KD-16495,OFF-ST-10000885,10024,67.15,5,0.0,16.79,Keith Dawkins,Corporate,New York City,New York,East,Office Supplies,Storage
8203,CA-2015-114811,2015-11-08,2015-11-08,Same Day,KD-16495,TEC-PH-10004165,10024,549.98,2,0.0,142.99,Keith Dawkins,Corporate,New York City,New York,East,Technology,Phones
8204,CA-2015-114811,2015-11-08,2015-11-08,Same Day,KD-16495,FUR-FU-10002240,10024,11.82,3,0.0,4.73,Keith Dawkins,Corporate,New York City,New York,East,Furniture,Furnishings
8205,CA-2015-114811,2015-11-08,2015-11-08,Same Day,KD-16495,TEC-MA-10000045,10024,4643.8,4,0.0,2229.02,Keith Dawkins,Corporate,New York City,New York,East,Technology,Machines
8206,CA-2015-114811,2015-11-08,2015-11-08,Same Day,KD-16495,FUR-CH-10003746,10024,577.76,2,0.1,115.55,Keith Dawkins,Corporate,New York City,New York,East,Furniture,Chairs
8207,CA-2015-122266,2015-04-26,2015-04-30,Standard Class,SA-20830,FUR-TA-10000577,32114,191.52,1,0.45,-76.61,Sue Ann Reed,Consumer,Daytona Beach,Florida,South,Furniture,Tables
8208,CA-2015-122266,2015-04-26,2015-04-30,Standard Class,SA-20830,OFF-AR-10004757,32114,2.62,1,0.2,0.43,Sue Ann Reed,Consumer,Daytona Beach,Florida,South,Office Supplies,Art
8209,CA-2015-141565,2015-09-20,2015-09-24,Standard Class,BG-11035,OFF-BI-10000545,37211,1369.76,6,0.7,-913.18,Barry Gonzalez,Consumer,Nashville,Tennessee,South,Office Supplies,Binders
8210,CA-2015-141565,2015-09-20,2015-09-24,Standard Class,BG-11035,OFF-ST-10001522,37211,294.37,4,0.2,-58.87,Barry Gonzalez,Consumer,Nashville,Tennessee,South,Office Supplies,Storage
8211,CA-2017-128769,2017-09-07,2017-09-12,Standard Class,DM-12955,OFF-AP-10001271,37211,81.57,2,0.2,7.14,Dario Medina,Corporate,Nashville,Tennessee,South,Office Supplies,Appliances
8212,CA-2016-116337,2016-11-07,2016-11-12,Standard Class,MC-17845,FUR-FU-10002030,75220,44.46,5,0.6,-17.78,Michael Chen,Consumer,Dallas,Texas,Central,Furniture,Furnishings
8213,CA-2016-116337,2016-11-07,2016-11-12,Standard Class,MC-17845,OFF-ST-10001272,75220,314.09,3,0.2,19.63,Michael Chen,Consumer,Dallas,Texas,Central,Office Supplies,Storage
8214,CA-2015-120845,2015-09-25,2015-10-02,Standard Class,ML-17395,OFF-BI-10001116,37130,6.34,4,0.7,-4.65,Marina Lichtenstein,Corporate,Murfreesboro,Tennessee,South,Office Supplies,Binders
8215,CA-2015-120845,2015-09-25,2015-10-02,Standard Class,ML-17395,OFF-PA-10004665,37130,10.48,1,0.2,3.8,Marina Lichtenstein,Corporate,Murfreesboro,Tennessee,South,Office Supplies,Paper
8216,CA-2015-120845,2015-09-25,2015-10-02,Standard Class,ML-17395,OFF-BI-10004506,37130,2.47,1,0.7,-1.81,Marina Lichtenstein,Corporate,Murfreesboro,Tennessee,South,Office Supplies,Binders
8217,CA-2015-120845,2015-09-25,2015-10-02,Standard Class,ML-17395,OFF-BI-10001982,37130,3.26,2,0.7,-2.28,Marina Lichtenstein,Corporate,Murfreesboro,Tennessee,South,Office Supplies,Binders
8218,CA-2014-120775,2014-10-03,2014-10-07,Standard Class,RD-19930,OFF-FA-10002676,75217,4.34,3,0.2,0.87,Russell D'Ascenzo,Consumer,Dallas,Texas,Central,Office Supplies,Fasteners
8219,CA-2014-120775,2014-10-03,2014-10-07,Standard Class,RD-19930,FUR-FU-10000758,75217,31.78,3,0.6,-19.07,Russell D'Ascenzo,Consumer,Dallas,Texas,Central,Furniture,Furnishings
8220,CA-2014-120775,2014-10-03,2014-10-07,Standard Class,RD-19930,OFF-LA-10002271,75217,4.93,2,0.2,1.72,Russell D'Ascenzo,Consumer,Dallas,Texas,Central,Office Supplies,Labels
8221,CA-2014-120775,2014-10-03,2014-10-07,Standard Class,RD-19930,OFF-BI-10002609,75217,1.79,3,0.8,-3.04,Russell D'Ascenzo,Consumer,Dallas,Texas,Central,Office Supplies,Binders
8222,CA-2014-120775,2014-10-03,2014-10-07,Standard Class,RD-19930,OFF-FA-10000254,75217,15.07,4,0.2,-3.77,Russell D'Ascenzo,Consumer,Dallas,Texas,Central,Office Supplies,Fasteners
8223,CA-2014-152905,2014-02-18,2014-02-24,Standard Class,AB-10015,OFF-ST-10000321,76017,12.62,2,0.2,-2.52,Aaron Bergman,Consumer,Arlington,Texas,Central,Office Supplies,Storage
8224,CA-2016-104633,2016-06-12,2016-06-16,Standard Class,EA-14035,OFF-PA-10000241,91104,185.88,6,0.0,83.65,Erin Ashbrook,Corporate,Pasadena,California,West,Office Supplies,Paper
8225,CA-2016-104633,2016-06-12,2016-06-16,Standard Class,EA-14035,OFF-PA-10004782,91104,12.96,2,0.0,6.22,Erin Ashbrook,Corporate,Pasadena,California,West,Office Supplies,Paper
8226,CA-2017-104136,2017-11-01,2017-11-04,Second Class,SF-20065,OFF-PA-10004243,2149,189.7,10,0.0,91.06,Sandra Flanagan,Consumer,Everett,Massachusetts,East,Office Supplies,Paper
8227,CA-2017-104136,2017-11-01,2017-11-04,Second Class,SF-20065,OFF-PA-10001033,2149,40.99,1,0.0,20.09,Sandra Flanagan,Consumer,Everett,Massachusetts,East,Office Supplies,Paper
8228,CA-2016-123050,2016-04-04,2016-04-08,Second Class,BC-11125,FUR-FU-10000723,12180,82.64,2,0.0,7.44,Becky Castell,Home Office,Troy,New York,East,Furniture,Furnishings
8229,CA-2016-123050,2016-04-04,2016-04-08,Second Class,BC-11125,OFF-ST-10003455,12180,31.02,2,0.0,8.07,Becky Castell,Home Office,Troy,New York,East,Office Supplies,Storage
8230,CA-2016-123050,2016-04-04,2016-04-08,Second Class,BC-11125,TEC-AC-10001109,12180,89.97,3,0.0,37.79,Becky Castell,Home Office,Troy,New York,East,Technology,Accessories
8231,CA-2016-162355,2016-06-30,2016-07-02,Second Class,PF-19165,OFF-AR-10004344,30328,35.97,3,0.0,9.71,Philip Fox,Consumer,Sandy Springs,Georgia,South,Office Supplies,Art
8232,CA-2016-162355,2016-06-30,2016-07-02,Second Class,PF-19165,FUR-BO-10004695,30328,1266.86,7,0.0,291.38,Philip Fox,Consumer,Sandy Springs,Georgia,South,Furniture,Bookcases
8233,CA-2014-158225,2014-09-22,2014-09-28,Standard Class,SE-20110,OFF-ST-10000675,95123,169.45,5,0.0,42.36,Sanjit Engle,Consumer,San Jose,California,West,Office Supplies,Storage
8234,CA-2014-158225,2014-09-22,2014-09-28,Standard Class,SE-20110,OFF-ST-10002301,95123,40.68,2,0.0,0.41,Sanjit Engle,Consumer,San Jose,California,West,Office Supplies,Storage
8235,CA-2017-102204,2017-05-01,2017-05-06,Standard Class,CJ-12010,OFF-SU-10001212,32216,3.33,2,0.2,0.42,Caroline Jumper,Consumer,Jacksonville,Florida,South,Office Supplies,Supplies
8236,CA-2017-102204,2017-05-01,2017-05-06,Standard Class,CJ-12010,FUR-TA-10001889,32216,933.26,4,0.45,-458.15,Caroline Jumper,Consumer,Jacksonville,Florida,South,Furniture,Tables
8237,CA-2017-102204,2017-05-01,2017-05-06,Standard Class,CJ-12010,FUR-CH-10002024,32216,2803.92,5,0.2,0.0,Caroline Jumper,Consumer,Jacksonville,Florida,South,Furniture,Chairs
8238,CA-2017-103065,2017-10-20,2017-10-20,Same Day,PT-19090,OFF-ST-10000617,32216,4.77,2,0.2,-0.77,Pete Takahito,Consumer,Jacksonville,Florida,South,Office Supplies,Storage
8239,CA-2017-103065,2017-10-20,2017-10-20,Same Day,PT-19090,OFF-PA-10000380,32216,6.67,1,0.2,2.5,Pete Takahito,Consumer,Jacksonville,Florida,South,Office Supplies,Paper
8240,CA-2017-103065,2017-10-20,2017-10-20,Same Day,PT-19090,OFF-AR-10003251,32216,4.45,2,0.2,1.11,Pete Takahito,Consumer,Jacksonville,Florida,South,Office Supplies,Art
8241,CA-2017-103065,2017-10-20,2017-10-20,Same Day,PT-19090,FUR-FU-10000175,32216,43.94,4,0.2,6.04,Pete Takahito,Consumer,Jacksonville,Florida,South,Furniture,Furnishings
8242,CA-2014-109855,2014-09-01,2014-09-05,Standard Class,LH-16900,OFF-BI-10004716,10009,23.74,2,0.2,8.31,Lena Hernandez,Consumer,New York City,New York,East,Office Supplies,Binders
8243,CA-2014-109855,2014-09-01,2014-09-05,Standard Class,LH-16900,TEC-AC-10002842,10009,357.0,3,0.0,57.12,Lena Hernandez,Consumer,New York City,New York,East,Technology,Accessories
8244,CA-2014-109897,2014-08-12,2014-08-16,Standard Class,BW-11200,TEC-PH-10003691,94122,806.34,8,0.2,50.4,Ben Wallace,Consumer,San Francisco,California,West,Technology,Phones
8245,CA-2014-109897,2014-08-12,2014-08-16,Standard Class,BW-11200,FUR-FU-10002878,94122,85.44,3,0.0,31.61,Ben Wallace,Consumer,San Francisco,California,West,Furniture,Furnishings
8246,US-2014-143581,2014-08-19,2014-08-23,Standard Class,BS-11365,OFF-ST-10000991,31907,344.91,3,0.0,10.35,Bill Shonely,Corporate,Columbus,Georgia,South,Office Supplies,Storage
8247,CA-2015-129217,2015-05-10,2015-05-10,Same Day,DP-13390,OFF-AP-10002439,60505,70.97,5,0.8,-191.62,Dennis Pardue,Home Office,Aurora,Illinois,Central,Office Supplies,Appliances
8248,CA-2015-129217,2015-05-10,2015-05-10,Same Day,DP-13390,OFF-AR-10004602,60505,36.78,2,0.2,3.68,Dennis Pardue,Home Office,Aurora,Illinois,Central,Office Supplies,Art
8249,CA-2016-133816,2016-05-10,2016-05-13,Second Class,CS-12400,TEC-PH-10001795,19134,743.99,2,0.4,-124.0,Christopher Schild,Home Office,Philadelphia,Pennsylvania,East,Technology,Phones
8249,CA-2016-133816,2016-05-10,2016-05-13,Second Class,CS-12400,TEC-PH-10001795,19134,743.99,2,0.4,-124.0,Christopher Schild,Home Office,Philadelphia,Pennsylvania,East,Technology,Phones
8250,CA-2015-140221,2015-03-05,2015-03-09,Second Class,MS-17365,OFF-BI-10002854,60653,11.21,2,0.8,-16.82,Maribeth Schnelling,Consumer,Chicago,Illinois,Central,Office Supplies,Binders
8251,CA-2015-140221,2015-03-05,2015-03-09,Second Class,MS-17365,FUR-FU-10000023,60653,4.71,2,0.6,-1.88,Maribeth Schnelling,Consumer,Chicago,Illinois,Central,Furniture,Furnishings
8252,CA-2015-140221,2015-03-05,2015-03-09,Second Class,MS-17365,OFF-AP-10000828,60653,180.98,5,0.8,-470.55,Maribeth Schnelling,Consumer,Chicago,Illinois,Central,Office Supplies,Appliances
8253,CA-2015-140221,2015-03-05,2015-03-09,Second Class,MS-17365,OFF-ST-10000777,60653,60.42,2,0.2,6.04,Maribeth Schnelling,Consumer,Chicago,Illinois,Central,Office Supplies,Storage
8254,CA-2017-152310,2017-08-12,2017-08-19,Standard Class,DK-12895,TEC-CO-10000971,98103,299.99,1,0.0,90.0,Dana Kaydos,Consumer,Seattle,Washington,West,Technology,Copiers
8255,CA-2017-152310,2017-08-12,2017-08-19,Standard Class,DK-12895,OFF-PA-10003134,98103,192.16,4,0.0,92.24,Dana Kaydos,Consumer,Seattle,Washington,West,Office Supplies,Paper
8256,CA-2017-152310,2017-08-12,2017-08-19,Standard Class,DK-12895,TEC-PH-10002538,98103,242.62,8,0.2,27.3,Dana Kaydos,Consumer,Seattle,Washington,West,Technology,Phones
8257,CA-2017-152310,2017-08-12,2017-08-19,Standard Class,DK-12895,OFF-ST-10001228,98103,46.74,3,0.0,11.69,Dana Kaydos,Consumer,Seattle,Washington,West,Office Supplies,Storage
8257,CA-2017-152310,2017-08-12,2017-08-19,Standard Class,DK-12895,OFF-ST-10001228,98103,46.74,3,0.0,11.69,Dana Kaydos,Consumer,Seattle,Washington,West,Office Supplies,Storage
8258,CA-2017-152310,2017-08-12,2017-08-19,Standard Class,DK-12895,TEC-AC-10000397,98103,174.95,5,0.0,12.25,Dana Kaydos,Consumer,Seattle,Washington,West,Technology,Accessories
8259,CA-2017-152310,2017-08-12,2017-08-19,Standard Class,DK-12895,OFF-BI-10004308,98103,100.7,6,0.2,37.76,Dana Kaydos,Consumer,Seattle,Washington,West,Office Supplies,Binders
8260,CA-2016-118101,2016-06-26,2016-06-26,Same Day,SN-20560,OFF-PA-10000357,48066,368.91,9,0.0,180.77,Skye Norling,Home Office,Roseville,Michigan,Central,Office Supplies,Paper
8260,CA-2016-118101,2016-06-26,2016-06-26,Same Day,SN-20560,OFF-PA-10000357,48066,368.91,9,0.0,180.77,Skye Norling,Home Office,Roseville,Michigan,Central,Office Supplies,Paper
8261,CA-2016-118101,2016-06-26,2016-06-26,Same Day,SN-20560,OFF-BI-10000773,48066,8.02,1,0.0,3.77,Skye Norling,Home Office,Roseville,Michigan,Central,Office Supplies,Binders
8262,CA-2016-118101,2016-06-26,2016-06-26,Same Day,SN-20560,OFF-ST-10001837,48066,171.04,4,0.0,44.47,Skye Norling,Home Office,Roseville,Michigan,Central,Office Supplies,Storage
8263,CA-2016-100307,2016-12-15,2016-12-19,Standard Class,TC-21475,OFF-PA-10002552,72701,19.44,3,0.0,9.33,Tony Chapman,Home Office,Fayetteville,Arkansas,South,Office Supplies,Paper
8264,CA-2015-138457,2015-09-13,2015-09-17,Standard Class,AM-10705,OFF-BI-10000014,28540,13.09,4,0.7,-10.04,Anne McFarland,Consumer,Jacksonville,North Carolina,South,Office Supplies,Binders
8265,CA-2014-131800,2014-12-30,2015-01-04,Standard Class,AJ-10960,OFF-AP-10004136,10035,122.94,3,0.0,30.74,Astrea Jones,Consumer,New York City,New York,East,Office Supplies,Appliances
8266,CA-2014-131800,2014-12-30,2015-01-04,Standard Class,AJ-10960,OFF-BI-10003429,10035,35.45,7,0.2,12.85,Astrea Jones,Consumer,New York City,New York,East,Office Supplies,Binders
8267,CA-2014-118304,2014-04-29,2014-05-04,Standard Class,KH-16360,TEC-PH-10000376,19901,19.98,2,0.0,5.19,Katherine Hughes,Consumer,Dover,Delaware,East,Technology,Phones
8268,CA-2017-121790,2017-01-30,2017-02-06,Standard Class,LP-17095,FUR-TA-10003469,60505,69.38,1,0.5,-47.18,Liz Preis,Consumer,Aurora,Illinois,Central,Furniture,Tables
8269,CA-2017-121790,2017-01-30,2017-02-06,Standard Class,LP-17095,OFF-SU-10004231,60505,31.68,4,0.2,2.77,Liz Preis,Consumer,Aurora,Illinois,Central,Office Supplies,Supplies
8270,CA-2017-121790,2017-01-30,2017-02-06,Standard Class,LP-17095,TEC-PH-10002584,60505,2003.17,4,0.2,250.4,Liz Preis,Consumer,Aurora,Illinois,Central,Technology,Phones
8271,CA-2017-121790,2017-01-30,2017-02-06,Standard Class,LP-17095,OFF-AR-10003602,60505,9.34,2,0.2,3.15,Liz Preis,Consumer,Aurora,Illinois,Central,Office Supplies,Art
8272,CA-2016-169670,2016-12-25,2016-12-31,Standard Class,JE-15715,FUR-CH-10002331,10009,2563.06,8,0.1,313.26,Joe Elijah,Consumer,New York City,New York,East,Furniture,Chairs
8273,CA-2016-139549,2016-10-20,2016-10-25,Standard Class,MY-18295,FUR-CH-10001802,92020,387.14,4,0.2,4.84,Muhammed Yedwab,Corporate,El Cajon,California,West,Furniture,Chairs
8274,CA-2015-104059,2015-06-13,2015-06-15,Second Class,FC-14245,OFF-AR-10000634,45503,3.42,1,0.2,0.3,Frank Carlisle,Home Office,Springfield,Ohio,East,Office Supplies,Art
8275,CA-2017-164112,2017-06-30,2017-07-04,Standard Class,ND-18460,OFF-ST-10002615,10550,1085.42,7,0.0,282.21,Neil Ducich,Corporate,Mount Vernon,New York,East,Office Supplies,Storage
8276,CA-2015-143882,2015-06-26,2015-06-30,Standard Class,DB-13360,OFF-PA-10004040,44107,43.06,9,0.2,15.61,Dennis Bolton,Home Office,Lakewood,Ohio,East,Office Supplies,Paper
8277,US-2016-139262,2016-02-21,2016-02-25,Standard Class,LC-16960,OFF-BI-10003727,33614,3.76,3,0.7,-2.76,Lindsay Castell,Home Office,Tampa,Florida,South,Office Supplies,Binders
8278,US-2016-139262,2016-02-21,2016-02-25,Standard Class,LC-16960,OFF-BI-10002026,33614,34.86,2,0.7,-26.73,Lindsay Castell,Home Office,Tampa,Florida,South,Office Supplies,Binders
8278,US-2016-139262,2016-02-21,2016-02-25,Standard Class,LC-16960,OFF-BI-10002026,33614,34.86,2,0.7,-26.73,Lindsay Castell,Home Office,Tampa,Florida,South,Office Supplies,Binders
8279,US-2016-139262,2016-02-21,2016-02-25,Standard Class,LC-16960,OFF-ST-10001496,33614,432.46,3,0.2,32.43,Lindsay Castell,Home Office,Tampa,Florida,South,Office Supplies,Storage
8280,CA-2017-146192,2017-04-22,2017-04-26,Standard Class,BD-11725,OFF-ST-10003716,31907,675.06,3,0.0,87.76,Bruce Degenhardt,Consumer,Columbus,Georgia,South,Office Supplies,Storage
8281,CA-2017-134810,2017-05-09,2017-05-10,First Class,MC-17605,OFF-EN-10002504,28540,65.23,3,0.2,22.02,Matt Connell,Corporate,Jacksonville,North Carolina,South,Office Supplies,Envelopes
8282,CA-2017-134810,2017-05-09,2017-05-10,First Class,MC-17605,FUR-CH-10001270,28540,207.0,3,0.2,25.88,Matt Connell,Corporate,Jacksonville,North Carolina,South,Furniture,Chairs
8283,CA-2015-154284,2015-12-21,2015-12-26,Second Class,SZ-20035,TEC-MA-10004241,60174,600.53,2,0.3,137.26,Sam Zeldin,Home Office,Saint Charles,Illinois,Central,Technology,Machines
8284,CA-2015-154284,2015-12-21,2015-12-26,Second Class,SZ-20035,OFF-AR-10001468,60174,59.9,2,0.2,14.23,Sam Zeldin,Home Office,Saint Charles,Illinois,Central,Office Supplies,Art
8285,CA-2015-154284,2015-12-21,2015-12-26,Second Class,SZ-20035,TEC-AC-10003198,60174,637.44,8,0.2,135.46,Sam Zeldin,Home Office,Saint Charles,Illinois,Central,Technology,Accessories
8286,CA-2015-154284,2015-12-21,2015-12-26,Second Class,SZ-20035,FUR-FU-10003039,60174,51.76,3,0.6,-33.64,Sam Zeldin,Home Office,Saint Charles,Illinois,Central,Furniture,Furnishings
8287,CA-2014-156244,2014-08-12,2014-08-16,Standard Class,DH-13675,OFF-PA-10000295,33180,31.1,6,0.2,10.89,Duane Huffman,Home Office,Miami,Florida,South,Office Supplies,Paper
8288,CA-2014-156244,2014-08-12,2014-08-16,Standard Class,DH-13675,OFF-AR-10004344,33180,47.96,5,0.2,4.2,Duane Huffman,Home Office,Miami,Florida,South,Office Supplies,Art
8289,CA-2014-156244,2014-08-12,2014-08-16,Standard Class,DH-13675,TEC-AC-10002473,33180,158.93,7,0.2,41.72,Duane Huffman,Home Office,Miami,Florida,South,Technology,Accessories
8290,CA-2014-156244,2014-08-12,2014-08-16,Standard Class,DH-13675,OFF-AP-10002403,33180,211.25,6,0.2,15.84,Duane Huffman,Home Office,Miami,Florida,South,Office Supplies,Appliances
8291,CA-2014-156244,2014-08-12,2014-08-16,Standard Class,DH-13675,OFF-SU-10000432,33180,5.55,2,0.2,-1.04,Duane Huffman,Home Office,Miami,Florida,South,Office Supplies,Supplies
8292,CA-2014-156244,2014-08-12,2014-08-16,Standard Class,DH-13675,OFF-LA-10000443,33180,2.95,1,0.2,1.0,Duane Huffman,Home Office,Miami,Florida,South,Office Supplies,Labels
8293,CA-2015-106362,2015-12-11,2015-12-15,Standard Class,LC-16885,OFF-BI-10003166,45373,10.33,3,0.7,-7.58,Lena Creighton,Consumer,Troy,Ohio,East,Office Supplies,Binders
8294,US-2017-168802,2017-11-03,2017-11-07,Standard Class,JO-15145,OFF-BI-10002393,98103,18.37,4,0.2,5.97,Jack O'Briant,Corporate,Seattle,Washington,West,Office Supplies,Binders
8295,US-2017-146906,2017-03-13,2017-03-17,Standard Class,MT-17815,TEC-PH-10001809,10011,299.9,2,0.0,74.98,Meg Tillman,Consumer,New York City,New York,East,Technology,Phones
8296,CA-2016-166380,2016-05-30,2016-06-03,Standard Class,EB-13750,OFF-EN-10002600,22204,26.55,9,0.0,12.74,Edward Becker,Corporate,Arlington,Virginia,South,Office Supplies,Envelopes
8297,CA-2016-166380,2016-05-30,2016-06-03,Standard Class,EB-13750,TEC-AC-10000109,22204,111.98,2,0.0,26.88,Edward Becker,Corporate,Arlington,Virginia,South,Technology,Accessories
8298,US-2015-158911,2015-07-05,2015-07-11,Standard Class,RS-19765,FUR-FU-10003829,28205,4.93,2,0.2,0.74,Roland Schwarz,Corporate,Charlotte,North Carolina,South,Furniture,Furnishings
8299,US-2015-158911,2015-07-05,2015-07-11,Standard Class,RS-19765,OFF-LA-10003223,28205,11.78,3,0.2,4.27,Roland Schwarz,Corporate,Charlotte,North Carolina,South,Office Supplies,Labels
8300,US-2014-103338,2014-03-11,2014-03-15,Standard Class,RB-19435,OFF-AR-10001770,95661,7.98,3,0.0,2.07,Richard Bierner,Consumer,Roseville,California,West,Office Supplies,Art
8301,CA-2015-109169,2015-04-20,2015-04-24,Standard Class,OT-18730,OFF-EN-10003296,48234,180.96,2,0.0,81.43,Olvera Toch,Consumer,Detroit,Michigan,Central,Office Supplies,Envelopes
